0	110
2	86
4	105
6	105
8	102
10	101
12	83
14	99
16	98
18	113
20	107
22	119
24	158
26	200
28	392
30	604
32	759
34	975
36	1055
38	1072
40	1060
42	1108
44	1104
46	1111
48	1089
50	1160
52	1049
54	1111
56	1018
58	967
60	803
62	604

