0,0
2,1
4,1
6,2
8,4
9,3
10,18
11,11
12,18
13,30
14,41
15,45
16,31
17,62
18,82
19,67
20,63
22,85
24,71
32,64
40,70
48,77
50,77
51,74
52,59
52,45
54,36
56,25
57,12
58,7
59,2
60,2
63,2

