Measurment 17 of 26
current angle:	225.00	°
System time:	119,995.77	±	0.01	ms	01' 59.995"
Timer time:	119,995	±	1	ms	01' 59.995"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-09 14:53:33
total counts:	463,898.00
System time total ticks/s:	3,865.953
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	201374	1678.1758363497
1	262486	2187.46045954337
2	16	0.133338034610204
3	22	0.18333979758903
