Measurment 5 of 26
current angle:	150.00	°
System time:	119,996.21	±	0.01	ms	01' 59.996"
Timer time:	119,994	±	1	ms	01' 59.994"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-09 14:27:18
total counts:	474,461.00
System time total ticks/s:	3,953.967
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	208392	1736.65492026464
1	266026	2216.9534426385
2	19	0.158338340651408
3	24	0.200006325033357
