Measurment 2 of 26
current angle:	105.00	°
System time:	119,995.87	±	0.01	ms	01' 59.995"
Timer time:	119,994	±	1	ms	01' 59.994"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-09 14:20:42
total counts:	476,674.00
System time total ticks/s:	3,972.420
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	208350	1736.30970228565
1	268299	2235.90188055454
2	12	0.100003438576567
3	13	0.108337058457948
