Measurment 6 of 26
current angle:	165.00	°
System time:	119,995.57	±	0.01	ms	01' 59.995"
Timer time:	119,994	±	1	ms	01' 59.994"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-09 14:29:30
total counts:	472,436.00
System time total ticks/s:	3,937.112
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	206585	1721.60521757127
1	265805	2215.12343517937
2	20	0.166672819185446
3	26	0.21667466494108
