Measurment 15 of 26
current angle:	255.00	°
System time:	119,995.85	±	0.01	ms	01' 59.995"
Timer time:	119,994	±	1	ms	01' 59.994"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-09 14:49:09
total counts:	461,918.00
System time total ticks/s:	3,849.450
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	198631	1655.31563829159
1	263242	2193.75927853736
2	20	0.166672436658083
3	25	0.208340545822604
