Measurment 22 of 26
current angle:	150.00	°
System time:	119,996.28	±	0.01	ms	01' 59.996"
Timer time:	119,994	±	1	ms	01' 59.994"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-09 15:04:33
total counts:	469,668.00
System time total ticks/s:	3,914.021
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	207387	1728.27852334564
1	262229	2185.30934387596
2	25	0.208339785442872
3	27	0.225006968278302
