Measurment 19 of 78
current angle:	195.00	°
System time:	719,995.46	±	0.01	ms	11' 59.995"
Timer time:	719,985	±	1	ms	11' 59.985"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-09 18:58:09
total counts:	2,729,827.00
System time total ticks/s:	3,791.450
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	1226464	1703.4329566889
1	1493660	2074.54085084271
2	4161	5.77920308527811
3	5542	7.69727072785659
