Measurment 69 of 78
current angle:	225.00	°
System time:	719,995.97	±	0.01	ms	11' 59.995"
Timer time:	719,985	±	1	ms	11' 59.985"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-10 05:07:48
total counts:	2,836,754.00
System time total ticks/s:	3,939.958
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	1211340	1682.42608533187
1	1616260	2244.81812263979
2	4106	5.70280970361141
3	5048	7.011150361381
