Measurment 15 of 78
current angle:	255.00	°
System time:	719,996.03	±	0.01	ms	11' 59.996"
Timer time:	719,985	±	1	ms	11' 59.985"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-09 18:09:20
total counts:	2,704,495.00
System time total ticks/s:	3,756.264
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	1194397	1658.89386860269
1	1501711	2085.72122193308
2	3634	5.04725005044568
3	4753	6.60142528612226
