Measurment 66 of 78
current angle:	270.00	°
System time:	719,995.92	±	0.01	ms	11' 59.995"
Timer time:	719,985	±	1	ms	11' 59.985"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-10 04:31:11
total counts:	2,823,389.00
System time total ticks/s:	3,921.396
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	1192533	1656.30521066631
1	1622171	2253.02803351503
2	3894	5.40836395331167
3	4791	6.65420434009148
