Measurment 57 of 78
current angle:	150.00	°
System time:	719,995.42	±	0.01	ms	11' 59.995"
Timer time:	719,985	±	1	ms	11' 59.985"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-10 02:41:30
total counts:	2,795,305.00
System time total ticks/s:	3,882.393
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	1247883	1733.18186997069
1	1537872	2135.94693471709
2	4182	5.80837032014814
3	5368	7.45560303169661
