Measurment 10 of 78
current angle:	225.00	°
System time:	719,996.52	±	0.01	ms	11' 59.996"
Timer time:	719,986	±	1	ms	11' 59.986"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-09 17:08:26
total counts:	2,735,272.00
System time total ticks/s:	3,799.007
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	1210238	1680.89422551126
1	1516078	2105.67405388416
2	3890	5.40280385943821
3	5066	7.03614507761285
