Measurment 27 of 78
current angle:	90.00	°
System time:	719,996.95	±	0.01	ms	11' 59.996"
Timer time:	719,987	±	1	ms	11' 59.987"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-09 20:35:39
total counts:	2,755,929.00
System time total ticks/s:	3,827.695
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	1244088	1727.9073113278
1	1502969	2087.46577717898
2	3864	5.36668937484377
3	5008	6.95558498685756
