Measurment 25 of 78
current angle:	105.00	°
System time:	719,996.04	±	0.01	ms	11' 59.996"
Timer time:	719,985	±	1	ms	11' 59.985"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-09 20:11:22
total counts:	2,759,703.00
System time total ticks/s:	3,832.942
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	1250559	1736.89706198018
1	1500193	2083.61285961177
2	3832	5.32225152232565
3	5119	7.10976136293972
