Measurment 22 of 78
current angle:	150.00	°
System time:	719,995.89	±	0.01	ms	11' 59.995"
Timer time:	719,985	±	1	ms	11' 59.985"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-09 19:34:45
total counts:	2,746,653.00
System time total ticks/s:	3,814.818
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	1247782	1733.04044844847
1	1489316	2068.50625231128
2	4133	5.74031054578244
3	5422	7.5305985432452
