Measurment 56 of 78
current angle:	135.00	°
System time:	719,995.94	±	0.01	ms	11' 59.995"
Timer time:	719,985	±	1	ms	11' 59.985"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-10 02:29:18
total counts:	2,792,327.00
System time total ticks/s:	3,878.254
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	1253458	1740.92371350171
1	1529213	2123.91893042694
2	4220	5.86114418750148
3	5436	7.55004260740711
