Measurment 59 of 78
current angle:	180.00	°
System time:	719,995.56	±	0.01	ms	11' 59.995"
Timer time:	719,985	±	1	ms	11' 59.985"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-10 03:05:55
total counts:	2,793,092.00
System time total ticks/s:	3,879.318
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	1233109	1712.66196136526
1	1550058	2152.87162327897
2	4362	6.05837073241316
3	5563	7.72643658514773
