Measurment 39 of 78
current angle:	270.00	°
System time:	719,996.26	±	0.01	ms	11' 59.996"
Timer time:	719,986	±	1	ms	11' 59.986"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-09 23:02:06
total counts:	2,733,567.00
System time total ticks/s:	3,796.641
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	1191306	1654.60025771889
1	1533783	2130.26522747712
2	3671	5.09863758437048
3	4807	6.67642355436363
