Measurment 7 of 78
current angle:	180.00	°
System time:	719,996.22	±	0.01	ms	11' 59.996"
Timer time:	719,985	±	1	ms	11' 59.985"
Live time:	0	±	20	ms	00.000"
Real time:	0	±	20	ms	00.000"
start:	2026-03-09 16:31:49
total counts:	2,777,045.00
System time total ticks/s:	3,857.027
Real time total ticks/s:	0.00
live time total  ticks/s:	0.00

ch	N	ticks/s
0	1233398	1713.06177718128
1	1533843	2130.34869157973
2	4265	5.92364223038966
3	5539	7.6930959704873
